Date	Time	120mWS	120mSD	90mWS	90mSD	60mWS	60mSD	30mWS	30mSD	10mWS	10mSD	120mDIr	90mDIR	60mDIR	120mTemp10mTempPress
120213	0010	2.76	0.39	1.21	0.79	0.66	0.64	0.49	0.49	0.37	0.32	31.00	25.00	0.00	24.08	23.35	1.00
120213	0020	2.15	0.53	0.58	0.64	0.52	0.59	0.59	0.60	0.60	0.58	20.00	17.00	0.00	24.08	23.47	1.00
120213	0030	2.58	0.64	0.68	0.69	0.38	0.43	1.29	0.27	0.81	0.58	11.00	10.00	0.00	23.96	23.10	1.00
120213	0040	2.65	0.44	1.14	0.83	0.49	0.56	0.74	0.61	0.48	0.47	11.00	14.00	0.00	23.96	22.98	1.00
120213	0050	2.73	0.45	1.29	0.76	1.07	0.68	0.54	0.51	0.30	0.10	14.00	13.00	0.00	24.08	22.98	1.00
120213	0100	2.64	0.36	0.80	0.75	1.33	0.25	1.09	0.38	0.31	0.18	11.00	4.00	0.00	24.08	23.10	1.00
120213	0110	2.59	0.54	0.86	0.77	1.07	0.64	1.08	0.41	0.58	0.56	14.00	11.00	0.00	24.08	23.10	1.00
120213	0120	2.24	0.53	1.18	0.63	0.62	0.64	1.14	0.47	0.87	0.62	4.00	357.00	0.00	24.20	23.10	1.00
120213	0130	2.95	0.47	1.23	0.87	1.02	0.62	0.67	0.55	0.34	0.29	8.00	8.00	0.00	24.20	23.10	1.00
120213	0140	3.43	0.31	1.96	0.54	1.36	0.35	0.49	0.47	0.34	0.27	10.00	13.00	0.00	24.32	22.98	1.00
120213	0150	3.47	0.37	1.86	0.66	2.09	0.23	1.39	0.18	0.66	0.53	6.00	7.00	0.00	24.32	22.98	1.00
120213	0200	2.79	0.46	1.55	0.61	1.84	0.18	1.37	0.10	0.79	0.55	3.00	4.00	0.00	24.32	22.98	1.00
120213	0210	2.31	0.44	2.34	0.44	1.92	0.18	1.37	0.29	0.84	0.57	357.00	359.00	0.00	24.08	22.98	1.00
120213	0220	2.57	0.54	2.27	0.44	2.40	0.42	2.26	0.27	1.75	0.37	346.00	325.00	0.00	24.20	23.10	1.00
120213	0230	2.98	0.50	2.56	0.49	2.88	0.29	2.65	0.29	2.20	0.40	335.00	319.00	0.00	24.20	23.10	1.00
120213	0240	3.46	0.53	3.08	0.45	3.04	0.29	2.58	0.32	1.92	0.27	339.00	328.00	0.00	24.20	23.10	999.96
120213	0250	3.49	0.45	3.24	0.37	3.36	0.23	2.65	0.29	1.99	0.35	338.00	329.00	0.00	24.08	22.98	999.81
120213	0300	3.66	0.36	3.40	0.40	3.25	0.18	2.28	0.31	1.62	0.35	332.00	329.00	0.00	24.08	23.10	999.81
120213	0310	3.53	0.48	3.25	0.34	3.08	0.20	1.83	0.27	0.77	0.61	340.00	335.00	0.00	24.20	23.10	999.74
120213	0320	3.28	0.55	3.40	0.40	2.92	0.18	1.63	0.25	0.33	0.25	347.00	346.00	0.00	24.08	23.10	999.66
120213	0330	2.98	0.55	3.31	0.41	2.63	0.25	1.37	0.41	0.44	0.43	352.00	347.00	0.00	24.08	23.10	999.66
120213	0340	3.21	0.79	3.03	0.58	2.56	0.35	1.29	0.50	0.38	0.35	352.00	350.00	0.00	24.20	23.47	999.59
120213	0350	3.29	0.77	3.19	0.76	3.27	0.69	2.09	0.83	0.91	0.89	353.00	357.00	0.00	24.20	23.35	999.44
120213	0400	3.40	0.55	3.18	0.48	2.74	0.31	1.94	0.32	0.92	0.68	343.00	346.00	0.00	24.20	23.59	999.52
120213	0410	3.76	0.36	3.31	0.40	2.84	0.25	2.04	0.25	1.26	0.35	332.00	332.00	0.00	24.32	23.59	999.52
120213	0420	3.88	0.31	3.39	0.40	2.92	0.25	1.94	0.18	1.02	0.46	329.00	332.00	0.00	24.32	23.59	999.52
120213	0430	3.55	0.37	3.02	0.41	2.84	0.27	2.17	0.15	1.17	0.49	323.00	322.00	0.00	24.44	23.71	999.59
120213	0440	3.16	0.34	2.52	0.40	2.73	0.20	2.12	0.21	1.14	0.48	321.00	312.00	0.00	24.44	23.71	999.74
120213	0450	3.13	0.31	2.66	0.34	2.90	0.20	2.11	0.40	1.47	0.52	316.00	305.00	0.00	24.44	23.71	999.81
120213	0500	3.45	0.27	2.90	0.33	3.36	0.10	2.61	0.21	1.99	0.23	311.00	304.00	0.00	24.32	23.59	999.96
120213	0510	3.60	0.34	3.25	0.33	3.50	0.18	2.56	0.21	1.68	0.27	308.00	305.00	0.00	24.32	23.59	1.00
120213	0520	3.92	0.27	3.52	0.31	3.07	0.34	2.03	0.25	1.32	0.31	318.00	314.00	0.00	24.44	23.59	1.00
120213	0530	3.80	0.29	3.46	0.34	3.09	0.27	1.65	0.32	0.68	0.55	330.00	329.00	0.00	24.44	23.71	1.00
120213	0540	4.15	0.27	3.65	0.36	3.18	0.34	1.90	0.41	0.63	0.56	335.00	338.00	0.00	24.44	23.59	1.00
120213	0550	4.37	0.36	3.96	0.37	3.54	0.25	2.27	0.29	0.90	0.60	339.00	345.00	0.00	24.57	23.59	1.00
120213	0600	4.04	0.42	3.64	0.38	3.29	0.25	2.17	0.27	0.80	0.64	343.00	346.00	0.00	24.69	23.83	1.00
120213	0610	4.30	0.27	3.83	0.37	3.09	0.23	2.14	0.29	0.88	0.61	340.00	349.00	0.00	24.57	23.83	1.00
120213	0620	4.10	0.33	3.81	0.33	2.90	0.18	1.79	0.21	0.56	0.53	340.00	349.00	0.00	24.69	23.96	1.00
120213	0630	4.12	0.25	3.52	0.37	2.47	0.23	1.35	0.31	0.32	0.23	340.00	347.00	0.00	24.81	23.96	1.00
120213	0640	4.27	0.31	3.62	0.36	2.59	0.20	1.52	0.15	0.29	0.00	339.00	347.00	0.00	24.69	23.96	1.00
120213	0650	4.42	0.27	3.43	0.37	2.50	0.20	1.34	0.15	0.29	0.00	340.00	346.00	0.00	24.69	23.96	1.00
120213	0700	4.06	0.41	3.54	0.38	2.51	0.23	1.09	0.46	0.29	0.00	346.00	349.00	0.00	24.69	24.08	1.00
